episode,reward,steps
688.0,2.0,1772.0
689.0,11.0,1774.0
690.0,6.0,1757.0
691.0,2.0,1776.0
692.0,2.0,1774.0
693.0,8.0,1774.0
694.0,6.0,1757.0
695.0,4.0,1778.0
696.0,3.0,1756.0
697.0,8.0,1760.0
698.0,0.0,1771.0
699.0,1.0,1780.0
700.0,3.0,1756.0
701.0,12.0,1760.0
702.0,3.0,1771.0
703.0,0.0,1774.0
704.0,1.0,1774.0
705.0,11.0,1781.0
706.0,4.0,1772.0
707.0,6.0,1776.0
708.0,-3.0,1780.0
709.0,21.0,1772.0
710.0,0.0,1762.0
711.0,-4.0,1772.0
712.0,8.0,1769.0
713.0,4.0,1778.0
714.0,6.0,1769.0
715.0,4.0,1779.0
716.0,19.0,1778.0
717.0,3.0,1781.0
718.0,-8.0,1783.0
719.0,4.0,1765.0
720.0,13.0,1762.0
721.0,8.0,1784.0
722.0,4.0,1767.0
723.0,0.0,1771.0
724.0,7.0,1768.0
725.0,0.0,1773.0
726.0,4.0,1767.0
727.0,6.0,1785.0
728.0,8.0,1756.0
729.0,7.0,1776.0
730.0,0.0,1777.0
731.0,14.0,1780.0
732.0,1.0,1775.0
733.0,6.0,1761.0
734.0,8.0,1785.0
735.0,7.0,1783.0
736.0,9.0,1771.0
737.0,3.0,1780.0
738.0,7.0,1761.0
739.0,13.0,1766.0
740.0,8.0,1762.0
741.0,2.0,1778.0
742.0,5.0,1772.0
743.0,6.0,1766.0
744.0,15.0,1778.0
745.0,3.0,1769.0
746.0,6.0,1760.0
747.0,4.0,1779.0
748.0,5.0,1760.0
749.0,4.0,1771.0
750.0,5.0,1760.0
751.0,4.0,1775.0
752.0,13.0,1780.0
753.0,5.0,1784.0
754.0,-2.0,1766.0
755.0,-6.0,1779.0
756.0,14.0,1767.0
757.0,0.0,1770.0
758.0,-3.0,1773.0
759.0,8.0,1782.0
760.0,4.0,1766.0
761.0,2.0,1776.0
762.0,7.0,1778.0
763.0,9.0,1761.0
764.0,0.0,1776.0
765.0,17.0,1777.0
766.0,11.0,1756.0
767.0,5.0,1755.0
768.0,2.0,1777.0
769.0,4.0,1760.0
770.0,7.0,1777.0
771.0,1.0,1775.0
772.0,9.0,1767.0
773.0,8.0,1784.0
774.0,5.0,1760.0
775.0,2.0,1776.0
776.0,-4.0,1761.0
777.0,5.0,1784.0
778.0,1.0,1774.0
779.0,2.0,1760.0
780.0,14.0,1765.0
781.0,2.0,1766.0
782.0,7.0,1770.0
783.0,6.0,1785.0
784.0,22.0,1778.0
785.0,9.0,1782.0
786.0,8.0,1763.0
787.0,0.0,1779.0
788.0,3.0,1774.0
789.0,7.0,1764.0
790.0,3.0,1779.0
791.0,-3.0,1773.0
792.0,8.0,1761.0
793.0,0.0,1784.0
794.0,4.0,1777.0
795.0,13.0,1765.0
796.0,0.0,1755.0
797.0,5.0,1784.0
798.0,4.0,1784.0
799.0,8.0,1770.0
800.0,3.0,1781.0
