episode,reward,steps
364.0,36.0,1096.0
365.0,40.0,1002.0
366.0,47.0,975.0
367.0,63.0,838.0
368.0,72.0,741.0
369.0,41.0,1196.0
370.0,33.0,1373.0
371.0,58.0,757.0
372.0,38.0,1054.0
373.0,66.0,809.0
374.0,29.0,1780.0
375.0,62.0,867.0
376.0,74.0,577.0
377.0,72.0,861.0
378.0,52.0,816.0
379.0,36.0,1103.0
380.0,44.0,1002.0
381.0,55.0,852.0
382.0,39.0,1361.0
383.0,40.0,1003.0
384.0,43.0,1034.0
385.0,6.0,1385.0
386.0,25.0,1467.0
387.0,30.0,1302.0
388.0,42.0,944.0
389.0,61.0,909.0
390.0,16.0,1410.0
391.0,62.0,907.0
392.0,45.0,978.0
393.0,37.0,1045.0
394.0,14.0,1312.0
395.0,36.0,1201.0
396.0,46.0,1077.0
397.0,41.0,963.0
398.0,55.0,845.0
399.0,42.0,991.0
400.0,68.0,893.0
401.0,60.0,833.0
402.0,27.0,989.0
403.0,17.0,1251.0
404.0,58.0,782.0
405.0,26.0,1147.0
406.0,53.0,925.0
407.0,47.0,933.0
408.0,40.0,1110.0
409.0,41.0,1026.0
410.0,45.0,897.0
411.0,45.0,958.0
412.0,42.0,1085.0
413.0,37.0,1096.0
414.0,62.0,756.0
415.0,8.0,1473.0
416.0,37.0,996.0
417.0,35.0,1097.0
418.0,52.0,906.0
419.0,67.0,745.0
420.0,52.0,972.0
421.0,20.0,1431.0
422.0,66.0,841.0
423.0,38.0,1055.0
424.0,-14.0,1768.0
425.0,78.0,624.0
426.0,60.0,858.0
427.0,26.0,1157.0
428.0,57.0,968.0
429.0,39.0,1161.0
430.0,24.0,1213.0
431.0,19.0,1348.0
432.0,40.0,1104.0
433.0,65.0,680.0
434.0,50.0,896.0
435.0,55.0,1075.0
436.0,37.0,1033.0
437.0,59.0,897.0
438.0,68.0,691.0
439.0,58.0,882.0
440.0,42.0,1095.0
441.0,17.0,1183.0
442.0,45.0,1045.0
443.0,53.0,1015.0
444.0,39.0,1116.0
445.0,36.0,1142.0
446.0,38.0,1106.0
447.0,69.0,776.0
448.0,53.0,790.0
449.0,36.0,1024.0
450.0,59.0,923.0
451.0,70.0,725.0
452.0,27.0,1226.0
453.0,50.0,823.0
454.0,75.0,589.0
455.0,60.0,905.0
456.0,65.0,712.0
457.0,53.0,924.0
458.0,35.0,1106.0
459.0,37.0,966.0
460.0,55.0,901.0
461.0,38.0,1032.0
462.0,46.0,916.0
463.0,52.0,919.0
464.0,15.0,1120.0
465.0,25.0,1142.0
466.0,26.0,1341.0
467.0,34.0,1077.0
468.0,29.0,988.0
469.0,50.0,899.0
470.0,29.0,1106.0
471.0,53.0,873.0
472.0,27.0,1011.0
473.0,73.0,595.0
474.0,46.0,907.0
475.0,65.0,782.0
476.0,57.0,769.0
477.0,53.0,926.0
478.0,37.0,1083.0
479.0,63.0,793.0
480.0,46.0,854.0
481.0,34.0,1068.0
482.0,75.0,551.0
483.0,63.0,760.0
484.0,54.0,892.0
485.0,45.0,1061.0
486.0,40.0,1089.0
487.0,44.0,856.0
488.0,40.0,1108.0
489.0,49.0,1090.0
490.0,47.0,1112.0
491.0,34.0,1162.0
492.0,42.0,987.0
493.0,56.0,783.0
494.0,40.0,905.0
495.0,70.0,661.0
496.0,68.0,723.0
497.0,50.0,1133.0
498.0,63.0,662.0
499.0,29.0,1598.0
500.0,51.0,1087.0
501.0,63.0,722.0
502.0,52.0,881.0
503.0,35.0,962.0
504.0,54.0,767.0
505.0,47.0,908.0
506.0,16.0,1380.0
507.0,91.0,429.0
508.0,52.0,909.0
509.0,64.0,669.0
510.0,87.0,448.0
511.0,64.0,839.0
512.0,64.0,738.0
513.0,89.0,381.0
514.0,18.0,1159.0
515.0,65.0,718.0
516.0,26.0,1141.0
517.0,58.0,795.0
518.0,43.0,860.0
519.0,60.0,722.0
520.0,49.0,875.0
521.0,55.0,884.0
522.0,56.0,853.0
523.0,39.0,1059.0
524.0,58.0,680.0
525.0,58.0,787.0
526.0,47.0,894.0
527.0,70.0,619.0
528.0,94.0,358.0
529.0,37.0,1046.0
530.0,45.0,925.0
531.0,81.0,434.0
532.0,72.0,526.0
533.0,40.0,1058.0
534.0,66.0,664.0
535.0,42.0,878.0
536.0,51.0,923.0
537.0,34.0,1141.0
538.0,51.0,909.0
539.0,61.0,742.0
540.0,29.0,1208.0
541.0,68.0,632.0
542.0,63.0,824.0
543.0,56.0,745.0
544.0,60.0,890.0
545.0,79.0,605.0
546.0,34.0,1524.0
547.0,59.0,844.0
548.0,50.0,840.0
549.0,37.0,1105.0
550.0,72.0,802.0
551.0,45.0,990.0
552.0,82.0,511.0
553.0,62.0,767.0
554.0,81.0,577.0
555.0,49.0,938.0
556.0,29.0,1225.0
557.0,-5.0,1771.0
558.0,68.0,599.0
559.0,42.0,912.0
560.0,39.0,1037.0
561.0,62.0,760.0
562.0,65.0,781.0
563.0,88.0,432.0
564.0,75.0,619.0
565.0,55.0,884.0
566.0,43.0,1083.0
567.0,74.0,595.0
568.0,27.0,1617.0
569.0,78.0,555.0
570.0,67.0,707.0
571.0,53.0,1369.0
572.0,93.0,316.0
573.0,22.0,1197.0
574.0,42.0,977.0
575.0,33.0,1036.0
576.0,74.0,671.0
577.0,48.0,913.0
578.0,80.0,525.0
579.0,21.0,1375.0
580.0,23.0,1121.0
581.0,27.0,1050.0
582.0,63.0,779.0
583.0,40.0,895.0
584.0,58.0,736.0
585.0,37.0,1036.0
586.0,48.0,844.0
587.0,42.0,873.0
588.0,55.0,776.0
589.0,79.0,623.0
590.0,41.0,1017.0
591.0,49.0,1020.0
592.0,84.0,473.0
593.0,70.0,666.0
594.0,74.0,590.0
595.0,80.0,554.0
596.0,63.0,745.0
597.0,30.0,1111.0
598.0,47.0,971.0
599.0,33.0,1150.0
600.0,37.0,1056.0
601.0,51.0,891.0
602.0,66.0,648.0
603.0,60.0,776.0
604.0,76.0,610.0
605.0,52.0,947.0
606.0,34.0,1054.0
607.0,43.0,1061.0
608.0,59.0,802.0
609.0,52.0,800.0
610.0,74.0,556.0
611.0,37.0,953.0
612.0,66.0,620.0
613.0,35.0,1012.0
614.0,83.0,441.0
615.0,55.0,818.0
616.0,58.0,755.0
617.0,35.0,1255.0
618.0,72.0,552.0
619.0,81.0,587.0
620.0,51.0,904.0
621.0,34.0,1033.0
622.0,65.0,672.0
623.0,32.0,1093.0
624.0,71.0,627.0
625.0,89.0,445.0
626.0,54.0,785.0
627.0,76.0,558.0
628.0,85.0,481.0
629.0,84.0,500.0
630.0,73.0,531.0
631.0,81.0,436.0
632.0,76.0,543.0
633.0,42.0,966.0
634.0,44.0,968.0
635.0,72.0,614.0
636.0,70.0,600.0
637.0,34.0,1040.0
638.0,72.0,640.0
639.0,74.0,742.0
640.0,26.0,1042.0
641.0,64.0,659.0
642.0,49.0,757.0
643.0,69.0,621.0
644.0,40.0,924.0
645.0,58.0,804.0
646.0,67.0,639.0
647.0,31.0,952.0
648.0,68.0,589.0
649.0,69.0,647.0
650.0,65.0,757.0
651.0,66.0,621.0
652.0,73.0,631.0
653.0,72.0,509.0
654.0,67.0,608.0
655.0,41.0,962.0
656.0,36.0,887.0
657.0,61.0,689.0
658.0,71.0,559.0
659.0,73.0,593.0
660.0,66.0,723.0
661.0,46.0,877.0
662.0,58.0,755.0
663.0,85.0,433.0
664.0,56.0,781.0
665.0,81.0,515.0
666.0,92.0,381.0
667.0,47.0,906.0
668.0,61.0,665.0
669.0,42.0,812.0
670.0,30.0,1031.0
671.0,61.0,669.0
672.0,70.0,632.0
673.0,86.0,443.0
674.0,74.0,530.0
675.0,64.0,686.0
676.0,13.0,1783.0
677.0,45.0,843.0
678.0,57.0,719.0
679.0,74.0,654.0
680.0,62.0,672.0
681.0,42.0,887.0
682.0,64.0,614.0
683.0,59.0,657.0
684.0,68.0,655.0
685.0,70.0,652.0
686.0,70.0,582.0
687.0,82.0,509.0
688.0,33.0,957.0
689.0,39.0,944.0
690.0,11.0,1217.0
691.0,78.0,476.0
692.0,55.0,783.0
693.0,65.0,612.0
694.0,40.0,848.0
695.0,80.0,517.0
696.0,58.0,767.0
697.0,75.0,549.0
698.0,43.0,926.0
699.0,36.0,1189.0
700.0,47.0,941.0
701.0,79.0,557.0
702.0,30.0,991.0
703.0,66.0,645.0
704.0,71.0,537.0
705.0,45.0,897.0
706.0,56.0,645.0
707.0,26.0,963.0
708.0,34.0,954.0
