episode,reward,steps
683.0,22.0,1570.0
684.0,12.0,1598.0
685.0,38.0,1399.0
686.0,-6.0,1756.0
687.0,4.0,1767.0
688.0,8.0,1776.0
689.0,78.0,672.0
690.0,31.0,1544.0
691.0,26.0,1522.0
692.0,15.0,1645.0
693.0,18.0,1680.0
694.0,4.0,1768.0
695.0,28.0,1274.0
696.0,6.0,1759.0
697.0,26.0,1565.0
698.0,46.0,1282.0
699.0,37.0,1363.0
700.0,27.0,1507.0
701.0,36.0,1518.0
702.0,42.0,1233.0
703.0,36.0,1538.0
704.0,26.0,1540.0
705.0,35.0,1376.0
706.0,13.0,1618.0
707.0,18.0,1357.0
708.0,55.0,982.0
709.0,32.0,1408.0
710.0,34.0,1258.0
711.0,42.0,1102.0
712.0,24.0,1768.0
713.0,13.0,1662.0
714.0,27.0,1587.0
715.0,34.0,1617.0
716.0,42.0,1235.0
717.0,38.0,1316.0
718.0,36.0,1693.0
719.0,20.0,1404.0
720.0,34.0,1258.0
721.0,29.0,1432.0
722.0,40.0,1184.0
723.0,18.0,1767.0
724.0,30.0,1413.0
725.0,22.0,1591.0
726.0,14.0,1634.0
727.0,38.0,1186.0
728.0,36.0,1411.0
729.0,40.0,1354.0
730.0,11.0,1584.0
731.0,34.0,1405.0
732.0,23.0,1552.0
733.0,29.0,1709.0
734.0,27.0,1440.0
735.0,56.0,1126.0
736.0,27.0,1462.0
737.0,31.0,1432.0
738.0,6.0,1719.0
739.0,34.0,1431.0
740.0,15.0,1761.0
741.0,28.0,1681.0
742.0,17.0,1761.0
743.0,14.0,1783.0
744.0,38.0,1385.0
745.0,2.0,1767.0
746.0,44.0,1257.0
747.0,34.0,1360.0
748.0,39.0,1406.0
749.0,29.0,1720.0
750.0,19.0,1553.0
751.0,38.0,1352.0
752.0,50.0,1076.0
753.0,50.0,1313.0
754.0,20.0,1585.0
755.0,12.0,1759.0
756.0,52.0,1109.0
757.0,39.0,1288.0
758.0,52.0,1104.0
759.0,47.0,1250.0
760.0,56.0,1051.0
761.0,34.0,1385.0
762.0,27.0,1283.0
763.0,44.0,1201.0
764.0,25.0,1288.0
765.0,17.0,1571.0
766.0,9.0,1707.0
767.0,22.0,1399.0
768.0,22.0,1631.0
769.0,25.0,1697.0
770.0,17.0,1529.0
771.0,30.0,1582.0
772.0,11.0,1598.0
773.0,22.0,1483.0
774.0,17.0,1643.0
775.0,31.0,1486.0
776.0,19.0,1777.0
777.0,63.0,1067.0
778.0,10.0,1563.0
779.0,12.0,1753.0
780.0,34.0,1517.0
781.0,40.0,1355.0
782.0,12.0,1683.0
783.0,51.0,1444.0
784.0,35.0,1462.0
785.0,3.0,1763.0
786.0,32.0,1489.0
787.0,19.0,1769.0
788.0,21.0,1758.0
789.0,35.0,1605.0
790.0,9.0,1598.0
791.0,12.0,1721.0
792.0,44.0,1288.0
793.0,21.0,1493.0
794.0,2.0,1739.0
795.0,20.0,1536.0
796.0,24.0,1614.0
797.0,9.0,1770.0
798.0,8.0,1763.0
799.0,6.0,1635.0
800.0,5.0,1768.0
